Bo'lim,Yaponcha,O'qilishi (kana),Romaji,O'zbekcha tarjima,English (manba),Misol gap
第８課 ありがとう,お巡りさん,おまわりさん,omawarisan',politsiyachi (samimiy atama),"policeman Mr./ Mrs./Miss/ Ms., and",お巡りさんの大切さを改めて実感しました。 (politsiyachining muhimligini yana bir bor his qildim.)
第８課 ありがとう,くださる,くださる,kudasaru,berib qo'ymoq (hurmat shakli),(gratefully) receive from someone (respectful language referring to,毎日しっかりとくださるように努力しています。 (Har kuni astoydil berib qo'ymoqga intilaman.)
第８課 ありがとう,そんなに,そんなに,sonnani,"unchalik, bunchalik","like that, so much",そんなにの大切さを改めて実感しました。 (unchalikning muhimligini yana bir bor his qildim.)
第８課 ありがとう,どういたしまして,どういたしまして,douitashimashite,arzimaydi (javoban),someone else) You're welcome,"「ありがとう」「いいえ、どういたしまして。」 (""Rahmat!"" ""Arzimaydi."")"
第８課 ありがとう,チヂミ,チヂミ,chijimi,chijimi (koreyscha qatlama),chijimi (Korean-style pancake),チヂミの大切さを改めて実感しました。 (chijimining muhimligini yana bir bor his qildim.)
第８課 ありがとう,乾杯,かんぱい,kanpai,qadah ko'taramiz! (sog'liq uchun),"""Bottoms up!"", ""Cheers""",乾杯の大切さを改めて実感しました。 (qadah ko'taramiz!ning muhimligini yana bir bor his qildim.)
第８課 ありがとう,先,さき,saki,"oldi, avval",part-time),先の大切さを改めて実感しました。 (oldining muhimligini yana bir bor his qildim.)
第８課 ありがとう,届ける,とどける,todokeru,yetkazib bermoq,"send, deliver",毎日しっかりと届けるように努力しています。 (Har kuni astoydil yetkazib bermoqga intilaman.)
第８課 ありがとう,拾う,ひろう,hirou,ko'tarib olmoq (yerdan),pick up,毎日しっかりと拾うように努力しています。 (Har kuni astoydil ko'tarib olmoqga intilaman.)
第８課 ありがとう,捕る,とる,toru,"tutmoq, ovlamoq",catch,毎日しっかりと捕るように努力しています。 (Har kuni astoydil tutmoqga intilaman.)
第８課 ありがとう,教える,おしえる,oshieru,"o'rgatmoq, ko'rsatib qo'ymoq","teach, give information",毎日しっかりと教えるように努力しています。 (Har kuni astoydil o'rgatmoqga intilaman.)
第８課 ありがとう,教授,きょうじゅ,kyouju,professor,professor,教授の大切さを改めて実感しました。 (professorning muhimligini yana bir bor his qildim.)
第８課 ありがとう,本棚,ほんだな,hondana,kitob javoni,bookshelf,本棚の大切さを改めて実感しました。 (kitob javonining muhimligini yana bir bor his qildim.)
第８課 ありがとう,机,つくえ,tsukue,stol,desk,机の大切さを改めて実感しました。 (stolning muhimligini yana bir bor his qildim.)
第８課 ありがとう,湖,みずうみ,mizuumi,ko'l,lake,湖の大切さを改めて実感しました。 (ko'lning muhimligini yana bir bor his qildim.)
第８課 ありがとう,直す,なおす,naosu,"tuzatmoq, tuzatib qo'ymoq","fix, correct, repair",毎日しっかりと直すように努力しています。 (Har kuni astoydil tuzatmoqga intilaman.)
第８課 ありがとう,花瓶,かびん,kabin',guldon,flower vase,花瓶の大切さを改めて実感しました。 (guldonning muhimligini yana bir bor his qildim.)
第８課 ありがとう,茶碗,ちゃわん,chawan',"chashka, piyola","china cup, china bowl",茶碗の大切さを改めて実感しました。 (chashkaning muhimligini yana bir bor his qildim.)
第８課 ありがとう,譲る,ゆずる,yuzuru,"berib yubormoq, o'tkazib bermoq","pass on, transfer to",毎日しっかりと譲るように努力しています。 (Har kuni astoydil berib yubormoqga intilaman.)
第８課 ありがとう,資料,しりょう,shiryou,"materiallar, hujjatlar","documents, information materials",資料の大切さを改めて実感しました。 (materiallarning muhimligini yana bir bor his qildim.)
第８課 ありがとう,車でうちまで送ります。,くるまでうちまでおくります。,kurumadeuchimadeokurimasu,Uyga mashinada kuzataman.,take someone home by car,車でうちまで送ります。 (Uyga mashinada kuzataman.)
第８課 ありがとう,迎えに来る,むかえにくる,mukaenikuru,olib ketish uchun kelmoq,come get (someone),毎日しっかりと迎えに来るように努力しています。 (Har kuni astoydil olib ketish uchun kelmoqga intilaman.)
第８課 ありがとう,近所,きんじょ,kinjo,"mahalla, qo'shnilar",neighborhood,近所の人に笑顔で挨拶しました。 (Qo'shnilarga tabassum bilan salom berdim.)
第８課 ありがとう,送る,おくる,okuru,"kuzatib qo'ymoq, jo'natmoq","employee) send off, take (someone somewhere)",毎日しっかりと送るように努力しています。 (Har kuni astoydil kuzatib qo'ymoqga intilaman.)
第８課 ありがとう,連れて行く,つれていく,tsureteiku,birga olib bormoq,take someone along,毎日しっかりと連れて行くように努力しています。 (Har kuni astoydil birga olib bormoqga intilaman.)
第８課 ありがとう,運転手,うんてんしゅ,untenshu,haydovchi,driver,運転手の大切さを改めて実感しました。 (haydovchining muhimligini yana bir bor his qildim.)
第８課 ありがとう,部長,ぶちょう,buchou,bo'lim mudiri,department manager,部長の大切さを改めて実感しました。 (bo'lim mudirining muhimligini yana bir bor his qildim.)
第８課 ありがとう,飾る,かざる,kazaru,bezatmoq,decorate,毎日しっかりと飾るように努力しています。 (Har kuni astoydil bezatmoqga intilaman.)
第８課 ありがとう,駅への行き方を教えました。,えきへのいきかたをおしえました。,ekihenoikikataooshiemashita,Bekatga qanday borishni tushuntirdim.,"""I told someone how to go to the station.""",駅への行き方を教えました。 (Bekatga qanday borishni tushuntirdim.)
第８課 ありがとう,駅員,えきいん,ekiin',bekat xodimi,station employee,駅員と親しく話をしました。 (bekat xodimi bilan yaqindan suhbatlashdim.)
第８課 ありがとう,（お）団子,（お）だんご,odango,dangou (yapon guruch shirmoyisi),rice dumpling,新鮮な団子を美味しくいただきました。 (Yangi dangouni mazza qilib tanovul qildik.)
第８課 ありがとう,～さん（例：駅員さん）,～さん（れい：えきいんさん）,~sanrei：ekiinsan,~ aka/opa (kasblarga qo'shiladigan hurmat qo'shimchasi),added to certain professions as a term of respect (example: station,駅員さんを確認しました。 (駅員さんni tekshirib tasdiqladim.)
第８課 ありがとう,～先（例：アルバイト）,～さき（れい：アルバイト,~sakirei：arubaito,~ joyi (masalan: ish joyi),place where (example: place where you work,アルバイトを確認しました。 (アルバイトni tekshirib tasdiqladim.)
第９課 アルバイト先で,いすにかける。,いすにかける。,isunikakeru,stulga o'tirmoq,sit on a chair,いすにかける。 (stulga o'tirmoq)
第９課 アルバイト先で,おしゃべり・する,おしゃべり・する,oshaberi-suru,"suhbatlashmoq, gaplashmoq","talk, chat",計画通りにおしゃべりを行いました。 (Rejaga muvofiq suhbatlashmoqni amalga oshirdik.)
第９課 アルバイト先で,お先にどうぞ,おさきにどうぞ,osakinidouzo,"marhamat, siz oldin (o'ting/boshlang)",Please go ahead,"どうぞ、お先にどうぞ。 (Marhamat, siz oldin o'ting.)"
第９課 アルバイト先で,お手洗い,おてあらい,otearai,"hojatxona, qo'l yuvish joyi","washroom, toilet",お手洗いはどこにありますか。 (Hojatxona qayerda joylashgan?)
第９課 アルバイト先で,かける,かける,kakeru,"qo'ymoq, kiymoq (ko'zoynak)",put on,毎日しっかりとかけるように努力しています。 (Har kuni astoydil qo'ymoqga intilaman.)
第９課 アルバイト先で,ごみを出す。,ごみをだす。,gomiodasu,chiqindini chiqarmoq,take out the garbage,ごみを出す。 (chiqindini chiqarmoq)
第９課 アルバイト先で,ご注意ください。,ごちゅういください。,gochuuikudasai,"e'tiborli bo'ling, ogoh bo'ling","""Pay attention.""","ご注意ください。 (e'tiborli bo'ling, ogoh bo'ling)"
第９課 アルバイト先で,しっかり,しっかり,shikkari,"puxta, yaxshilab, mahkam","properly, adequately",しっかりの大切さを改めて実感しました。 (puxtaning muhimligini yana bir bor his qildim.)
第９課 アルバイト先で,そのままにする,そのままにする,sonomamanisuru,o'z holicha qoldirmoq,"leave as is, unchanged",毎日しっかりとそのままにするように努力しています。 (Har kuni astoydil o'z holicha qoldirmoqga intilaman.)
第９課 アルバイト先で,つける,つける,tsukeru,"taqmoq, qo'ymoq, ulamoq","attach, put on",毎日しっかりとつけるように努力しています。 (Har kuni astoydil taqmoqga intilaman.)
第９課 アルバイト先で,なくなる,なくなる,nakunaru,"tugamoq, yo'q bo'lmoq",become empty,毎日しっかりとなくなるように努力しています。 (Har kuni astoydil tugamoqga intilaman.)
第９課 アルバイト先で,ひも,ひも,himo,"ip, bog'ich",string,ダンボール箱をひもでしっかり結びました。 (Karton qutini ip bilan mahkam bog'ladim.)
第９課 アルバイト先で,アクセサリーをつける,アクセサリーをつける,akusesariiotsukeru,taqinchoq taqmoq,put on jewelry,お気に入りのアクセサリーをつけるを身につけました。 (Sevimli taqinchoq taqmoqimni kiyib (taqib) oldim.)
第９課 アルバイト先で,アルバイトを代わる。,アルバイトをかわる。,arubaitookawaru,ish smenasini almashtirmoq,replace someone’s shift,アルバイトを代わる。 (ish smenasini almashtirmoq)
第９課 アルバイト先で,オーブン,オーブン,oobun,"duxovka, pech",oven,オーブンの大切さを改めて実感しました。 (duxovkaning muhimligini yana bir bor his qildim.)
第９課 アルバイト先で,ガス,ガス,gasu,gaz,gas,ガスの大切さを改めて実感しました。 (gazning muhimligini yana bir bor his qildim.)
第９課 アルバイト先で,ガソリン,ガソリン,gasorin,benzin,gasoline,スタンドでガソリンを入れました。 (Yoqilg'i quyish shoxobchasida benzin quydim.)
第９課 アルバイト先で,ガソリンがなくなっ,ガソリンがなくなった,gasoringanakunatta,benzin tugab qoldi,"""I ran out of gasoline.""",ガソリンがなくなっの大切さを改めて実感しました。 (benzin tugab qoldining muhimligini yana bir bor his qildim.)
第９課 アルバイト先で,シフト,シフト,shifuto,smena (ish navbati),shift,シフトの大切さを改めて実感しました。 (smenaning muhimligini yana bir bor his qildim.)
第９課 アルバイト先で,スタッフ,スタッフ,sutaffu,"xodimlar, personal",staff,スタッフと親しく話をしました。 (xodimlar bilan yaqindan suhbatlashdim.)
第９課 アルバイト先で,タイムカード,タイムカード,taimukaado,ish vaqti kartasi,time card,タイムカードの大切さを改めて実感しました。 (ish vaqti kartasining muhimligini yana bir bor his qildim.)
第９課 アルバイト先で,チェック・する,チェック・する,chekku-suru,tekshirmoq,check,計画通りにチェックを行いました。 (Rejaga muvofiq tekshirmoqni amalga oshirdik.)
第９課 アルバイト先で,バター,バター,bataa,sariyog',butter,パンにバターを塗って食べました。 (Nonga sariyog' surtib yedim.)
第９課 アルバイト先で,ホール,ホール,hooru,zal (restoranda mijozlar zali),hall,ホールの大切さを改めて実感しました。 (zalning muhimligini yana bir bor his qildim.)
第９課 アルバイト先で,マニュアル,マニュアル,manyuaru,"qo'llanma, yo'riqnoma",manual,マニュアルの大切さを改めて実感しました。 (qo'llanmaning muhimligini yana bir bor his qildim.)
第９課 アルバイト先で,モップ,モップ,moppu,pol artgich (mop),mop,モップの大切さを改めて実感しました。 (pol artgichning muhimligini yana bir bor his qildim.)
第９課 アルバイト先で,ルール,ルール,ruuru,qoida,rule,ルールの大切さを改めて実感しました。 (qoidaning muhimligini yana bir bor his qildim.)
第９課 アルバイト先で,丁寧（な）,ていねい（な）,teineina,"muloyim, xushmuomala",polite,この方法はとても丁寧だと思います。 (Bu usul juda muloyim deb hisoblayman.)
第９課 アルバイト先で,上がる,あがる,agaru,"ko'tarilmoq, chiqmoq",rise,毎日しっかりと上がるように努力しています。 (Har kuni astoydil ko'tarilmoqga intilaman.)
第９課 アルバイト先で,上げる,あげる,ageru,ko'tarmoq,raise,毎日しっかりと上げるように努力しています。 (Har kuni astoydil ko'tarmoqga intilaman.)
